직원번호,이직여부,나이,성별,결혼상태,집까지거리,교육수준,전공분야,부서,직급,직무,최근승진후경과연수,총근속연수,회사근속연수,현재직무근속연수,현재상사와근속연수,이전근무회사수,월급,급여인상률,스톡옵션수준,성과평가,연간교육횟수,업무몰입도,야근여부,출장빈도,직무만족도,근무환경만족도,인간관계만족도,워라밸만족도
1242,No,42,Female,Married,26,5,Medical,Research & Development,3,Research Director,0,20,1,0,0,3,13191,17,0,3,6,3,Yes,Travel_Frequently,1,1,3,3
1243,No,35,Female,Married,8,2,Marketing,Sales,3,Sales Executive,4,16,13,2,12,4,10377,11,1,3,6,2,Yes,Non-Travel,4,3,2,2
1244,No,27,Male,Married,14,3,Life Sciences,Research & Development,1,Research Scientist,6,9,9,7,8,1,2235,14,2,3,3,3,Yes,Travel_Rarely,1,1,4,2
1245,No,54,Female,Divorced,1,4,Life Sciences,Research & Development,3,Manufacturing Director,1,33,5,4,4,7,10502,17,1,3,2,3,No,Travel_Frequently,3,4,1,1
1246,No,44,Female,Married,2,1,Life Sciences,Research & Development,1,Research Scientist,7,10,10,5,7,1,2011,13,1,3,5,4,No,Travel_Rarely,4,1,4,3
1248,Yes,19,Female,Single,10,3,Medical,Research & Development,1,Research Scientist,0,1,1,1,0,1,1859,25,0,4,2,2,Yes,Non-Travel,2,1,2,4
1249,No,29,Female,Divorced,1,3,Life Sciences,Research & Development,1,Research Scientist,1,3,3,2,2,1,3760,15,3,3,5,3,No,Travel_Rarely,4,1,1,3
1250,No,54,Male,Married,3,3,Life Sciences,Research & Development,4,Research Director,0,36,10,9,9,3,17779,14,0,3,2,3,No,Travel_Rarely,4,4,1,3
1251,No,31,Male,Married,11,2,Medical,Research & Development,2,Healthcare Representative,0,6,6,5,1,1,6833,12,0,3,2,3,Yes,Travel_Rarely,1,3,4,2
1252,No,31,Female,Single,24,3,Medical,Research & Development,2,Healthcare Representative,1,10,10,9,8,1,6812,19,0,3,2,2,No,Travel_Rarely,1,3,2,3
1254,No,59,Female,Single,3,3,Life Sciences,Sales,2,Sales Executive,0,13,6,1,5,5,5171,17,0,3,2,2,No,Travel_Rarely,4,3,4,3
1255,No,43,Male,Married,3,3,Life Sciences,Research & Development,5,Research Director,0,25,8,7,7,3,19740,14,1,3,2,1,No,Travel_Rarely,4,3,2,3
1256,No,49,Male,Married,4,2,Medical,Research & Development,5,Manager,0,23,1,0,0,2,18711,13,1,3,2,2,No,Travel_Rarely,3,1,3,4
1257,No,36,Male,Married,3,3,Technical Degree,Research & Development,1,Research Scientist,0,12,11,10,7,1,3692,12,0,3,2,3,No,Travel_Frequently,2,3,3,2
1258,No,48,Male,Single,2,2,Technical Degree,Research & Development,1,Laboratory Technician,0,7,1,0,0,5,2559,11,0,3,4,4,No,Travel_Rarely,2,4,3,2
1259,No,27,Male,Divorced,4,2,Life Sciences,Research & Development,1,Research Scientist,0,5,5,3,3,1,2517,11,3,3,2,3,No,Travel_Rarely,3,1,2,3
1260,No,29,Male,Divorced,7,3,Life Sciences,Research & Development,2,Healthcare Representative,1,6,6,0,0,1,6623,11,2,3,2,3,Yes,Travel_Rarely,4,3,2,3
1263,No,48,Male,Single,1,3,Life Sciences,Research & Development,5,Research Director,0,25,1,0,0,6,18265,12,0,3,3,2,No,Travel_Rarely,4,4,3,4
1264,No,29,Female,Divorced,1,3,Life Sciences,Research & Development,4,Research Director,1,9,7,7,7,3,16124,14,2,3,2,2,No,Travel_Rarely,4,4,2,2
1265,No,34,Female,Married,20,3,Technical Degree,Research & Development,1,Research Scientist,0,2,1,0,0,0,2585,17,0,3,5,4,No,Travel_Rarely,3,3,4,2
1267,No,44,Male,Married,5,3,Marketing,Sales,5,Manager,3,26,22,9,10,7,18213,11,1,3,5,3,No,Travel_Rarely,2,2,3,3
1268,No,33,Male,Divorced,10,5,Marketing,Sales,3,Sales Executive,0,10,9,8,8,0,8380,14,2,3,3,4,Yes,Travel_Rarely,3,4,4,3
1269,No,19,Female,Single,25,3,Life Sciences,Research & Development,1,Research Scientist,0,1,1,0,1,1,2994,12,0,3,2,4,Yes,Travel_Rarely,4,2,4,3
1270,No,23,Male,Married,1,2,Life Sciences,Research & Development,1,Research Scientist,0,1,1,0,1,1,1223,22,1,4,2,3,No,Travel_Rarely,3,4,4,3
1273,Yes,25,Male,Single,24,1,Life Sciences,Sales,1,Sales Representative,1,1,1,0,0,1,1118,14,0,3,4,1,Yes,Travel_Frequently,4,3,4,3
1275,No,26,Male,Single,4,2,Life Sciences,Research & Development,1,Research Scientist,2,8,8,5,2,1,2875,20,0,4,2,3,Yes,Travel_Rarely,4,3,2,2
1277,Yes,45,Female,Single,2,3,Marketing,Sales,5,Manager,1,26,24,10,11,2,18824,16,0,3,2,1,Yes,Travel_Rarely,2,1,1,3
1278,No,55,Male,Divorced,8,1,Medical,Research & Development,4,Healthcare Representative,15,34,33,9,0,1,13577,15,1,3,3,2,Yes,Non-Travel,2,4,4,3
1279,Yes,21,Female,Single,10,2,Life Sciences,Research & Development,1,Laboratory Technician,2,2,2,2,2,1,2625,20,0,4,2,2,No,Travel_Frequently,3,1,3,1
1280,No,46,Female,Married,4,2,Marketing,Sales,5,Manager,0,26,11,4,8,2,18789,14,1,3,2,2,No,Travel_Rarely,2,4,3,3
1281,No,34,Female,Single,2,3,Marketing,Sales,2,Sales Executive,0,4,3,2,2,0,4538,12,0,3,3,3,Yes,Travel_Rarely,1,3,4,3
1282,No,51,Male,Divorced,9,3,Life Sciences,Sales,5,Manager,11,31,29,10,10,4,19847,24,1,4,5,3,Yes,Travel_Frequently,2,4,1,2
1283,No,59,Male,Single,18,4,Medical,Research & Development,3,Manufacturing Director,5,25,9,7,4,6,10512,12,0,3,6,3,No,Travel_Rarely,4,4,4,2
1285,No,34,Female,Divorced,19,3,Medical,Research & Development,2,Laboratory Technician,5,15,11,8,10,4,4444,13,2,3,2,3,No,Travel_Frequently,2,3,3,4
1286,No,28,Male,Single,1,4,Medical,Research & Development,1,Laboratory Technician,0,5,4,2,2,0,2154,11,0,3,2,3,Yes,Travel_Frequently,3,4,3,2
1288,No,44,Male,Divorced,4,2,Life Sciences,Research & Development,5,Manager,14,26,25,9,13,1,19190,14,2,3,4,4,No,Travel_Rarely,1,3,4,2
1289,No,34,Male,Married,11,3,Life Sciences,Human Resources,2,Human Resources,1,14,10,9,8,4,4490,11,2,3,5,2,No,Travel_Frequently,2,3,4,4
1291,No,35,Male,Married,6,1,Life Sciences,Research & Development,1,Research Scientist,2,4,3,2,2,0,3506,14,0,3,3,3,Yes,Travel_Rarely,3,3,4,3
1292,No,42,Female,Married,7,4,Medical,Research & Development,2,Research Scientist,0,18,1,0,0,6,2372,16,0,3,2,4,Yes,Travel_Rarely,2,2,4,3
1293,No,43,Female,Single,4,4,Marketing,Sales,3,Sales Executive,15,23,21,7,17,3,10231,14,0,3,3,2,No,Travel_Rarely,4,4,4,4
1294,No,36,Female,Single,2,4,Life Sciences,Research & Development,2,Manufacturing Director,5,18,16,14,12,9,5410,11,0,3,2,3,Yes,Travel_Rarely,2,3,4,3
1295,Yes,44,Female,Married,15,3,Medical,Research & Development,3,Healthcare Representative,0,10,10,7,5,1,7978,11,1,3,2,3,No,Travel_Rarely,4,1,4,3
1296,No,28,Male,Married,2,3,Life Sciences,Research & Development,1,Laboratory Technician,2,2,2,2,2,1,3867,12,1,3,2,2,Yes,Travel_Frequently,4,4,2,3
1297,No,51,Female,Single,6,2,Medical,Research & Development,1,Laboratory Technician,7,8,7,0,7,0,2838,14,0,3,6,2,No,Travel_Frequently,3,2,2,2
1298,No,30,Female,Single,9,2,Medical,Research & Development,2,Manufacturing Director,1,10,8,4,7,7,4695,18,0,3,3,3,Yes,Non-Travel,3,3,3,3
1299,Yes,29,Female,Divorced,7,3,Technical Degree,Research & Development,1,Laboratory Technician,7,10,7,7,7,3,3339,13,2,3,2,3,Yes,Travel_Rarely,3,2,1,3
1301,No,28,Male,Single,1,3,Technical Degree,Research & Development,1,Research Scientist,1,5,3,2,2,2,2080,11,0,3,2,3,No,Travel_Rarely,1,4,2,2
1303,No,25,Female,Single,1,3,Medical,Research & Development,1,Research Scientist,2,2,2,2,1,1,2096,18,0,3,3,3,No,Travel_Rarely,2,4,4,2
1304,No,32,Male,Married,8,3,Medical,Sales,2,Sales Executive,0,10,10,7,8,1,6209,15,2,3,4,4,No,Travel_Rarely,4,3,3,4
1306,No,45,Female,Single,25,3,Medical,Research & Development,5,Manager,0,22,0,0,0,3,18061,22,0,4,4,3,No,Travel_Frequently,2,2,3,3
1307,No,39,Female,Divorced,13,4,Medical,Research & Development,4,Manager,15,21,19,9,2,6,17123,13,2,3,4,2,Yes,Travel_Rarely,2,3,4,3
1308,No,58,Male,Divorced,23,4,Life Sciences,Research & Development,1,Research Scientist,2,2,2,2,2,1,2372,12,2,3,3,3,No,Travel_Rarely,3,1,4,3
1309,Yes,32,Male,Married,7,2,Life Sciences,Research & Development,2,Laboratory Technician,1,10,10,4,1,1,4883,18,1,3,3,3,No,Travel_Rarely,3,4,1,3
1310,Yes,39,Male,Single,23,3,Medical,Research & Development,1,Research Scientist,0,6,5,2,3,0,3904,13,0,3,2,3,No,Travel_Rarely,1,3,1,3
1311,No,30,Female,Married,6,3,Technical Degree,Research & Development,2,Laboratory Technician,6,10,9,2,7,0,4627,12,1,3,6,2,No,Travel_Rarely,4,1,1,3
1312,No,36,Female,Married,10,4,Technical Degree,Research & Development,3,Healthcare Representative,1,10,7,7,7,3,7094,12,0,3,0,3,No,Travel_Rarely,3,4,1,3
1314,No,46,Female,Single,1,2,Life Sciences,Human Resources,1,Human Resources,5,10,7,6,7,6,3423,12,0,3,3,3,No,Travel_Rarely,1,4,3,4
1315,No,28,Female,Married,1,3,Life Sciences,Research & Development,2,Laboratory Technician,7,10,9,8,5,0,6674,11,3,3,6,1,No,Non-Travel,4,3,1,3
1317,No,50,Female,Married,28,3,Life Sciences,Research & Development,4,Research Director,1,25,3,2,2,4,16880,11,0,3,2,3,Yes,Travel_Rarely,1,4,2,3
1318,Yes,40,Male,Single,25,4,Marketing,Sales,3,Sales Executive,1,9,5,4,0,2,9094,12,0,3,2,2,Yes,Travel_Rarely,2,4,3,3
1319,Yes,52,Male,Single,5,3,Life Sciences,Sales,3,Sales Executive,7,10,8,7,7,9,8446,19,0,3,2,3,Yes,Travel_Rarely,2,2,3,2
1321,No,30,Female,Married,17,4,Medical,Research & Development,3,Manager,0,9,9,1,8,1,11916,23,2,4,2,3,Yes,Travel_Rarely,1,2,4,3
1322,No,39,Male,Single,18,2,Life Sciences,Research & Development,2,Manufacturing Director,1,9,8,7,7,0,4534,11,0,3,6,3,No,Travel_Rarely,3,1,1,3
1324,No,31,Female,Divorced,2,4,Life Sciences,Sales,3,Sales Executive,9,10,10,8,6,1,9852,19,1,3,5,3,Yes,Non-Travel,3,4,1,2
1329,No,41,Male,Single,10,2,Medical,Sales,2,Sales Executive,11,19,19,2,9,1,6151,13,0,3,4,1,No,Non-Travel,2,3,1,3
1331,Yes,31,Female,Single,1,3,Life Sciences,Sales,1,Sales Representative,2,3,3,2,2,1,2302,11,0,3,2,3,Yes,Travel_Frequently,2,4,1,4
1333,Yes,44,Male,Married,3,3,Life Sciences,Research & Development,1,Laboratory Technician,1,10,3,2,2,4,2362,12,0,3,4,3,No,Travel_Rarely,1,1,3,4
1334,No,42,Male,Married,2,1,Life Sciences,Research & Development,4,Manager,2,21,20,8,10,0,17861,13,0,3,3,3,Yes,Non-Travel,3,3,4,2
1336,No,55,Female,Married,2,2,Medical,Research & Development,5,Manager,9,23,19,9,11,4,19187,14,1,3,5,1,No,Travel_Rarely,3,4,4,3
1338,No,56,Male,Single,8,4,Life Sciences,Human Resources,5,Manager,7,36,7,3,7,6,19717,14,0,3,4,3,No,Travel_Rarely,2,4,1,3
1340,No,40,Male,Divorced,16,2,Life Sciences,Research & Development,1,Research Scientist,0,6,4,2,0,9,3544,16,1,3,0,3,No,Non-Travel,3,3,2,3
1344,No,34,Male,Divorced,9,3,Life Sciences,Research & Development,3,Healthcare Representative,1,10,9,7,6,0,8500,11,1,3,0,3,No,Travel_Rarely,4,4,4,2
1346,No,40,Male,Single,2,3,Life Sciences,Research & Development,2,Research Scientist,8,9,9,8,8,1,4661,13,0,3,4,3,No,Travel_Rarely,4,3,3,3
1349,No,41,Female,Divorced,1,3,Marketing,Sales,2,Sales Executive,1,10,9,3,7,0,4103,17,1,3,2,3,No,Travel_Frequently,1,3,4,3
1350,No,35,Male,Single,4,4,Life Sciences,Research & Development,2,Research Scientist,1,9,9,6,1,1,4249,11,0,3,3,3,Yes,Travel_Frequently,3,3,2,3
1352,No,51,Male,Divorced,5,3,Life Sciences,Human Resources,4,Manager,0,33,33,9,10,1,14026,11,1,3,2,3,Yes,Travel_Rarely,2,3,2,3
1355,No,38,Female,Divorced,2,2,Life Sciences,Sales,2,Sales Executive,1,11,7,7,7,3,6893,15,1,3,3,3,No,Travel_Rarely,1,2,4,3
1356,No,34,Female,Single,15,2,Medical,Sales,2,Sales Executive,9,10,10,8,6,1,6125,12,0,3,6,3,No,Travel_Rarely,1,3,4,4
1358,No,25,Male,Married,19,1,Medical,Research & Development,1,Laboratory Technician,1,7,3,2,2,3,3669,11,3,3,6,3,No,Travel_Rarely,4,4,3,2
1360,Yes,58,Female,Married,7,4,Medical,Research & Development,3,Manufacturing Director,5,31,10,9,9,7,10008,14,0,3,0,2,Yes,Travel_Rarely,1,3,4,2
1361,No,40,Male,Married,1,4,Life Sciences,Research & Development,1,Laboratory Technician,0,7,4,2,3,3,2387,22,1,4,3,3,No,Travel_Rarely,2,2,3,3
1362,No,36,Female,Married,7,3,Marketing,Sales,2,Sales Executive,6,17,15,7,13,2,4639,16,1,3,2,4,No,Travel_Frequently,1,1,4,2
1363,No,48,Male,Single,4,3,Life Sciences,Research & Development,3,Manufacturing Director,0,11,10,9,8,1,7898,11,0,3,2,3,No,Travel_Rarely,4,4,3,3
1364,No,27,Female,Married,11,3,Medical,Sales,1,Sales Representative,0,5,1,0,0,8,2534,14,1,3,4,4,No,Travel_Rarely,4,3,2,3
1367,No,51,Female,Single,11,2,Technical Degree,Research & Development,4,Manufacturing Director,0,29,5,2,3,3,13142,16,0,3,1,2,No,Travel_Rarely,2,4,2,2
1368,No,18,Female,Single,1,3,Life Sciences,Research & Development,1,Laboratory Technician,0,0,0,0,0,1,1611,15,0,3,5,3,No,Non-Travel,4,4,3,4
1369,No,35,Female,Married,1,3,Medical,Research & Development,2,Laboratory Technician,0,10,9,7,0,0,5363,12,1,3,0,2,No,Travel_Rarely,4,4,2,3
1371,No,27,Male,Single,2,1,Life Sciences,Sales,2,Sales Executive,0,8,6,2,0,3,5071,20,0,4,3,1,No,Travel_Frequently,4,4,2,3
1372,Yes,55,Male,Single,13,4,Marketing,Sales,4,Sales Executive,3,24,19,7,8,6,13695,17,0,3,2,4,Yes,Travel_Rarely,3,1,3,2
1373,No,56,Male,Married,23,3,Life Sciences,Research & Development,4,Manufacturing Director,15,33,19,16,9,4,13402,12,1,3,0,3,Yes,Travel_Rarely,2,4,1,3
1374,No,34,Female,Divorced,26,1,Technical Degree,Research & Development,1,Research Scientist,0,5,5,4,0,1,2029,20,3,4,2,2,No,Non-Travel,3,1,3,3
1375,No,40,Female,Divorced,2,1,Medical,Research & Development,2,Healthcare Representative,11,15,12,11,8,5,6377,20,3,4,0,4,No,Travel_Rarely,3,2,2,3
1377,No,34,Male,Married,29,3,Medical,Research & Development,2,Laboratory Technician,7,10,8,7,7,4,5429,13,2,3,1,3,No,Travel_Rarely,3,2,1,3
1379,Yes,31,Female,Single,2,3,Life Sciences,Sales,1,Sales Representative,0,3,1,0,0,7,2785,14,0,3,3,2,No,Travel_Frequently,4,3,3,4
1380,Yes,35,Female,Married,18,4,Marketing,Sales,2,Sales Executive,3,5,4,2,2,0,4614,18,1,3,0,3,Yes,Travel_Frequently,3,4,3,2
1382,No,38,Male,Divorced,7,3,Life Sciences,Research & Development,1,Research Scientist,0,4,4,2,3,1,2610,11,3,3,2,4,No,Travel_Frequently,3,4,4,3
1383,No,34,Female,Single,2,4,Technical Degree,Research & Development,2,Healthcare Representative,4,14,14,11,11,1,6687,11,0,3,2,3,No,Travel_Rarely,4,3,4,4
1387,No,28,Male,Married,26,3,Life Sciences,Sales,2,Sales Executive,0,5,5,3,4,1,4724,11,1,3,0,2,No,Travel_Rarely,1,3,3,3
1389,Yes,31,Male,Married,22,4,Medical,Research & Development,2,Manufacturing Director,6,10,10,2,7,1,6179,15,2,3,3,3,Yes,Travel_Rarely,3,4,4,2
1390,No,39,Male,Married,21,4,Life Sciences,Sales,2,Sales Executive,1,8,5,4,4,3,6120,12,2,3,2,2,Yes,Travel_Rarely,4,1,4,4
1391,No,51,Male,Married,2,3,Marketing,Sales,3,Sales Executive,3,14,4,2,2,2,10596,11,0,3,5,3,No,Travel_Frequently,2,2,2,3
1392,No,41,Female,Divorced,22,3,Life Sciences,Research & Development,2,Research Scientist,3,12,6,2,3,3,5467,14,2,3,4,3,Yes,Travel_Frequently,4,4,1,2
1394,No,37,Male,Married,4,1,Life Sciences,Research & Development,1,Research Scientist,1,8,6,4,3,7,2996,15,0,3,2,3,Yes,Travel_Rarely,3,3,4,3
1395,No,33,Male,Married,5,1,Life Sciences,Sales,2,Sales Executive,1,8,5,4,2,6,9998,13,0,3,2,3,No,Travel_Frequently,4,2,1,4
1396,No,32,Male,Married,2,1,Marketing,Sales,2,Sales Executive,1,4,3,2,2,0,4078,13,3,3,3,3,Yes,Travel_Rarely,2,3,1,2
1397,No,39,Male,Married,25,2,Life Sciences,Research & Development,3,Healthcare Representative,0,13,6,4,5,3,10920,21,1,4,2,3,No,Non-Travel,3,3,2,3
1399,No,25,Male,Married,18,1,Life Sciences,Sales,2,Sales Executive,1,6,3,2,2,2,6232,11,0,3,3,4,No,Travel_Rarely,3,1,2,2
1401,No,52,Female,Married,28,2,Medical,Research & Development,4,Manufacturing Director,0,24,5,3,2,2,13247,11,1,3,3,4,Yes,Travel_Frequently,3,4,2,2
1402,No,43,Female,Single,6,3,Medical,Research & Development,2,Research Scientist,1,20,20,7,8,1,4081,14,0,3,3,2,Yes,Travel_Rarely,3,1,1,1
1403,No,27,Female,Married,10,3,Marketing,Sales,2,Sales Executive,4,6,6,2,4,1,5769,11,0,3,3,2,Yes,Travel_Rarely,4,4,4,3
1405,Yes,27,Female,Single,17,4,Life Sciences,Research & Development,1,Research Scientist,7,8,8,2,7,1,2394,13,0,3,2,3,Yes,Travel_Rarely,3,4,4,3
1407,No,26,Male,Single,2,1,Medical,Research & Development,1,Research Scientist,1,5,4,3,1,0,3904,12,0,3,2,2,No,Travel_Rarely,4,1,4,3
1408,No,42,Female,Married,10,3,Human Resources,Human Resources,4,Manager,0,21,20,7,9,0,16799,14,1,3,5,3,No,Travel_Rarely,1,3,3,3
1409,No,52,Female,Married,8,4,Other,Research & Development,1,Laboratory Technician,0,12,5,4,4,9,2950,13,0,3,2,3,No,Travel_Rarely,1,3,3,1
1411,No,37,Female,Single,11,3,Medical,Research & Development,1,Laboratory Technician,0,8,3,2,2,4,3629,18,0,3,6,3,No,Travel_Rarely,3,1,1,3
1412,No,35,Male,Single,18,2,Life Sciences,Research & Development,3,Manufacturing Director,2,10,2,2,2,2,9362,11,0,3,2,3,No,Travel_Frequently,4,3,3,3
1415,No,25,Male,Married,1,3,Technical Degree,Research & Development,1,Laboratory Technician,0,7,3,2,2,4,3229,11,1,3,2,3,No,Travel_Rarely,4,1,2,2
1417,No,26,Male,Single,7,3,Other,Research & Development,1,Laboratory Technician,0,8,7,7,7,0,3578,12,0,3,2,4,No,Travel_Rarely,1,3,4,3
1419,No,29,Male,Single,17,3,Other,Human Resources,3,Human Resources,0,10,10,9,9,1,7988,13,0,3,3,2,No,Travel_Rarely,1,2,1,2
1420,Yes,49,Male,Single,28,2,Life Sciences,Research & Development,2,Laboratory Technician,1,20,4,3,3,3,4284,20,0,4,2,2,No,Travel_Frequently,1,1,1,3
1421,Yes,29,Female,Single,14,1,Other,Research & Development,3,Healthcare Representative,7,9,8,7,7,0,7553,12,0,3,1,3,Yes,Travel_Frequently,4,3,1,3
1422,No,54,Female,Single,1,3,Medical,Research & Development,4,Research Director,12,29,20,7,7,6,17328,19,0,3,3,3,No,Travel_Rarely,4,4,4,2
1423,No,58,Female,Married,1,3,Medical,Research & Development,5,Research Director,1,32,9,8,5,3,19701,21,1,4,3,3,Yes,Travel_Rarely,1,4,3,3
1424,No,55,Male,Divorced,1,4,Medical,Research & Development,4,Research Director,0,31,7,7,0,2,14732,13,2,3,4,4,No,Travel_Rarely,4,2,4,4
1425,No,36,Female,Single,3,4,Marketing,Sales,2,Sales Executive,0,15,5,4,1,3,9278,16,0,3,3,3,Yes,Travel_Rarely,2,1,4,3
1427,Yes,31,Female,Single,1,4,Life Sciences,Sales,1,Sales Representative,0,1,1,0,0,1,1359,12,0,3,3,1,No,Travel_Frequently,3,2,2,3
1428,No,30,Female,Divorced,7,4,Marketing,Sales,2,Sales Executive,0,8,3,2,2,7,4779,14,2,3,3,3,No,Travel_Rarely,1,4,2,3
1430,No,31,Female,Single,8,5,Life Sciences,Research & Development,4,Research Director,1,9,3,2,0,3,16422,11,0,3,3,3,No,Travel_Rarely,2,1,3,4
1431,No,34,Male,Divorced,1,4,Other,Research & Development,1,Research Scientist,1,10,4,3,3,5,2996,14,2,3,2,3,No,Travel_Frequently,1,4,3,3
1433,Yes,31,Female,Single,8,3,Life Sciences,Research & Development,1,Research Scientist,0,1,1,0,0,1,1261,12,0,3,3,2,No,Travel_Rarely,2,1,3,4
1434,No,27,Male,Married,11,1,Life Sciences,Research & Development,1,Laboratory Technician,1,6,5,0,4,0,2099,14,0,3,3,3,No,Travel_Rarely,1,2,2,4
1435,No,36,Male,Single,4,4,Life Sciences,Research & Development,2,Laboratory Technician,1,10,10,4,8,1,5810,16,0,3,2,2,No,Travel_Rarely,4,1,3,2
1436,No,36,Female,Married,16,4,Marketing,Sales,2,Sales Executive,0,11,3,2,2,4,5647,13,2,3,3,2,No,Travel_Rarely,1,3,1,2
1438,No,47,Male,Married,1,3,Technical Degree,Research & Development,1,Research Scientist,1,17,6,5,2,7,3420,12,1,3,2,3,No,Travel_Rarely,4,1,3,2
1439,Yes,25,Male,Married,9,2,Life Sciences,Sales,1,Sales Representative,2,6,3,2,2,3,4400,12,0,3,2,2,No,Travel_Rarely,1,1,1,3
1440,No,37,Male,Single,5,2,Technical Degree,Research & Development,1,Laboratory Technician,1,7,6,5,3,0,3500,14,0,3,2,4,No,Non-Travel,3,3,1,1
1441,No,56,Female,Married,1,2,Life Sciences,Research & Development,1,Research Scientist,1,5,3,2,0,2,2066,22,1,4,3,3,No,Travel_Rarely,1,1,4,4
1443,No,47,Female,Married,2,4,Medical,Research & Development,4,Research Director,5,26,20,17,6,3,17169,19,2,3,2,3,No,Travel_Rarely,3,1,2,4
1445,No,24,Female,Married,4,1,Medical,Sales,2,Sales Executive,0,5,5,4,3,1,4162,12,2,3,3,3,Yes,Travel_Rarely,3,4,3,3
1446,No,32,Male,Married,7,5,Marketing,Sales,2,Sales Executive,0,7,4,3,3,4,9204,12,1,3,3,3,No,Travel_Rarely,4,4,3,2
1447,No,34,Female,Married,1,3,Life Sciences,Research & Development,1,Laboratory Technician,0,7,5,4,2,5,3294,17,1,3,2,2,No,Travel_Rarely,2,4,1,2
1448,No,41,Male,Married,5,5,Medical,Research & Development,1,Research Scientist,0,7,4,2,3,2,2127,12,0,3,5,4,Yes,Travel_Rarely,3,2,1,2
1449,No,40,Male,Divorced,9,4,Other,Research & Development,2,Laboratory Technician,0,11,8,7,7,3,3975,11,2,3,2,3,No,Non-Travel,3,3,3,4
1453,No,31,Male,Divorced,8,2,Life Sciences,Sales,3,Sales Executive,9,13,13,7,9,1,10793,18,1,3,5,3,No,Travel_Rarely,4,1,1,3
1457,Yes,46,Male,Divorced,9,3,Marketing,Sales,3,Sales Executive,4,28,7,7,3,4,10096,11,1,3,1,3,No,Travel_Rarely,4,1,1,4
1458,Yes,39,Female,Single,2,3,Life Sciences,Research & Development,1,Laboratory Technician,0,11,1,0,0,2,3646,23,0,4,2,2,Yes,Non-Travel,1,1,2,4
1459,Yes,31,Female,Single,1,5,Life Sciences,Research & Development,3,Manufacturing Director,4,10,10,8,7,1,7446,11,0,3,2,4,No,Travel_Frequently,2,3,1,3
1460,No,45,Male,Divorced,20,3,Medical,Research & Development,3,Healthcare Representative,0,24,7,7,7,2,10851,18,1,3,2,1,Yes,Travel_Rarely,1,2,2,3
1461,No,31,Female,Single,8,2,Medical,Human Resources,1,Human Resources,0,8,3,2,2,9,2109,18,0,3,3,4,No,Travel_Rarely,2,4,4,3
1464,Yes,31,Male,Married,2,3,Life Sciences,Research & Development,1,Laboratory Technician,2,7,2,2,2,6,3722,13,1,3,2,3,Yes,Travel_Frequently,4,2,3,1
1465,No,45,Male,Married,29,3,Technical Degree,Research & Development,3,Manufacturing Director,1,10,3,1,2,4,9380,18,2,3,4,3,Yes,Travel_Rarely,4,2,4,4
1466,No,48,Male,Divorced,7,3,Marketing,Sales,2,Sales Executive,2,15,2,2,2,4,5486,11,3,3,3,3,No,Travel_Rarely,1,3,1,3
1467,Yes,34,Female,Married,9,4,Technical Degree,Human Resources,1,Human Resources,2,2,2,2,2,1,2742,15,0,3,0,3,No,Travel_Rarely,3,1,4,3
1468,No,40,Male,Divorced,8,1,Medical,Research & Development,3,Research Director,4,16,9,8,8,2,13757,11,1,3,5,2,No,Non-Travel,2,4,3,3
1469,No,28,Male,Single,5,3,Medical,Sales,2,Sales Executive,1,6,5,4,3,0,8463,18,0,3,4,3,No,Travel_Rarely,1,4,4,3
1471,No,44,Male,Single,5,3,Life Sciences,Research & Development,1,Laboratory Technician,0,7,5,2,3,3,3162,14,0,3,5,2,No,Non-Travel,3,3,4,3
1472,No,53,Male,Single,2,3,Medical,Research & Development,4,Research Director,8,35,9,8,8,4,16598,12,0,3,2,4,No,Travel_Rarely,2,4,2,2
1473,No,49,Male,Married,5,4,Technical Degree,Research & Development,2,Healthcare Representative,1,20,3,2,2,2,6651,14,1,3,0,3,No,Travel_Rarely,3,1,2,2
1474,No,40,Male,Divorced,2,3,Medical,Research & Development,1,Research Scientist,1,8,3,1,2,2,2345,14,1,3,3,3,No,Travel_Rarely,3,3,3,4
1475,No,44,Male,Single,20,3,Life Sciences,Research & Development,1,Research Scientist,1,6,5,2,3,1,3420,13,0,3,3,3,No,Travel_Rarely,2,4,3,2
1477,No,33,Male,Married,7,3,Medical,Sales,2,Sales Executive,0,5,4,3,3,0,4373,14,2,3,2,3,No,Travel_Frequently,1,4,1,3
1478,No,34,Male,Single,3,3,Other,Sales,2,Sales Executive,3,15,13,9,12,3,4759,18,0,3,2,1,No,Travel_Rarely,1,4,4,3
1479,No,30,Male,Married,16,1,Life Sciences,Sales,2,Sales Executive,2,4,2,1,2,8,5301,15,2,3,2,3,No,Travel_Rarely,3,4,3,2
1480,No,42,Female,Single,9,2,Medical,Research & Development,1,Laboratory Technician,5,12,12,9,8,1,3673,13,0,3,3,3,No,Travel_Frequently,4,1,3,3
1481,No,44,Female,Married,1,5,Marketing,Sales,2,Sales Executive,0,11,1,0,0,7,4768,12,1,3,4,3,No,Travel_Frequently,3,1,3,2
1482,No,30,Male,Divorced,7,3,Technical Degree,Research & Development,1,Research Scientist,0,1,1,0,0,1,1274,13,2,3,2,3,No,Non-Travel,3,3,2,2
1483,No,57,Male,Married,1,2,Life Sciences,Research & Development,2,Research Scientist,2,13,12,9,8,0,4900,24,1,4,2,4,No,Travel_Rarely,3,2,1,2
